train_loss,test_clean_acc,test_clean_loss,test_asr,test_asr_loss,epoch
1.478605681136727,0.9776,1.4857588057305402,0.9988,1.462380103244903,62
1.4783335606426573,0.9781,1.4853394320056696,0.9994,1.4618752731639109,63
1.4780766664029183,0.9767,1.4873390410356462,0.9989,1.4627569868306445,64
1.4777199556070095,0.9772,1.4866244914425406,0.9999,1.4614839834772098,65
1.4774953358208955,0.9796,1.484449389633859,0.9995,1.461899359514759,66
1.4772577021421909,0.9779,1.4847529982305636,0.9992,1.4622160560765844,67
1.4769617662246801,0.9779,1.484900646148973,0.9995,1.4618715419890775,68
1.4767653865854877,0.9793,1.4850384763851288,0.9991,1.4622283004651404,69
1.4767666879747468,0.9769,1.4859697431515737,0.9996,1.4615958093837569,70
1.476329291044776,0.9794,1.484606269058908,0.9994,1.4618006724460868,71
1.4761970698960554,0.9783,1.4840011611865584,0.9993,1.4619158703810091,72
1.4759364016274654,0.9797,1.4834338768272644,0.9988,1.4623719301952678,73
1.4753965853628066,0.9775,1.4850237771963617,0.9993,1.4620453908944586,74
1.475570711245669,0.9782,1.4844092214183442,0.9989,1.4622280157295762,75
1.4752218087853144,0.9788,1.4841997205831443,0.9993,1.462043079600972,76
1.4750236072011593,0.9765,1.4861150053656025,0.9993,1.4619612147094339,77
1.4751251155633662,0.9797,1.4831544434189037,0.9986,1.4628505737158903,78
1.474869913129664,0.9785,1.4839865796884912,0.9994,1.461864695427524,79
1.474452687733209,0.9801,1.4829539075778548,0.9993,1.4618531640168209,80
1.4743321790878199,0.9782,1.4844442165581284,0.9996,1.4615441257027304,81
1.4741816083505463,0.9793,1.4836355318689043,0.9986,1.4627161443613137,82
1.4739664887060235,0.9797,1.483653511211371,0.9987,1.4627675372324171,83
1.474083613739339,0.9776,1.4850963893210052,0.9989,1.4624898152746213,84
1.4738442882545975,0.9814,1.4821950402229456,0.9993,1.461935507264107,85
1.4736121204107808,0.9802,1.4828449032109254,0.9993,1.4619976266933854,86
1.4734063707689233,0.9789,1.4839334169011207,0.9993,1.4622261167331865,87
1.4733327121368602,0.9793,1.4839240487214107,0.9992,1.4620603049636647,88
1.473187477095549,0.9811,1.48234638970369,0.9992,1.4622297719785362,89
1.4729814671758394,0.9795,1.4828871822660896,0.9993,1.461855266504227,90
1.473041721498534,0.9799,1.4826244518255731,0.9992,1.4620943456698374,91
1.4728780067297442,0.9804,1.4822206269403932,0.9993,1.4618517691922035,92
1.4725970367887127,0.9806,1.4818209971591925,0.999,1.462629789000104,93
1.47255643344383,0.9798,1.4826293492772777,0.9993,1.4619140913532038,94
1.4723445672724547,0.9799,1.482465915619188,0.9995,1.461680962781238,95
1.4724128902085554,0.98,1.48213079932389,0.9985,1.4631210185919599,96
1.472249826134395,0.9809,1.4810892981328783,0.9988,1.4625861561222442,97
1.4720019114805436,0.9797,1.4824616924212997,0.9993,1.4620746548768062,98
1.4719456914645523,0.9783,1.4833759942631812,0.9994,1.4617614822023233,99
