train_loss,test_clean_acc,test_clean_loss,test_asr,test_asr_loss,epoch
1.9759048500939098,0.4225,2.0358668831503315,0.9595,1.5023125561938924,64
1.9740402338754794,0.4178,2.0399110970223786,0.9585,1.5033537415182514,65
1.9725382382912404,0.4224,2.033137677581447,0.9616,1.499628153576213,66
1.9708821718650096,0.4282,2.0327344935411102,0.9607,1.5011711219313797,67
1.9695328422214673,0.4285,2.031661849113027,0.9455,1.516205915220224,68
1.9679129910286126,0.4239,2.0376751908830775,0.9586,1.5032033350816958,69
1.9662413145879956,0.4104,2.0489696271859916,0.982,1.4797048310565342,70
1.9649945427389706,0.4279,2.030015849004126,0.9648,1.4971379155565978,71
1.9636182077705402,0.4171,2.039114948290928,0.9261,1.5373030073323828,72
1.9620081908867488,0.4288,2.0299205969853005,0.9668,1.4948396925713605,73
1.9606780615609016,0.4319,2.0257356842612007,0.9639,1.4983920382845932,74
1.9590098193234495,0.4321,2.0265841924460832,0.9531,1.5075384241760157,75
1.9578295461357098,0.4265,2.0314517218595856,0.9417,1.5191714961058016,76
1.9563095990349264,0.4378,2.021973351004777,0.9507,1.5116604953814463,77
1.9550762517982736,0.4316,2.0280704490698067,0.9674,1.4942510849351336,78
1.953765791090553,0.4167,2.0415678107814426,0.9086,1.5540908111888132,79
1.9521848088335199,0.4327,2.027256099281797,0.9691,1.492638157431487,80
1.951212617137548,0.4364,2.0215959921004667,0.9608,1.4999615500687034,81
1.9488633099724264,0.4335,2.025561875598446,0.9724,1.4893581077551385,82
1.9474888482057224,0.4362,2.0226052088342654,0.9658,1.4958895581543066,83
1.9464503139486093,0.4284,2.0288671870140513,0.9644,1.496340119914644,84
1.9450788180846388,0.4274,2.0310160605011474,0.9552,1.5060573079783446,85
1.9439133744105659,0.4446,2.0152327186742407,0.9645,1.4968174893385287,86
1.9426661342611093,0.4434,2.015933370893928,0.96,1.5008452249940034,87
1.9405828217411285,0.4375,2.0213747912911093,0.9609,1.5007954638475065,88
1.9403288468070652,0.4364,2.0228996633724043,0.9736,1.488635811076802,89
1.9387320984355019,0.447,2.0124982868789867,0.9677,1.4939385872737618,90
1.93655294042719,0.4378,2.0233306467153462,0.984,1.4778345679021945,91
1.9361714316755914,0.4438,2.0141024202298206,0.9621,1.499878805913743,92
1.9341399444033727,0.4436,2.013694505782644,0.9638,1.4981325804048282,93
1.933102034546835,0.448,2.0103168776080866,0.9618,1.498631257919749,94
1.9316720011289163,0.4452,2.014885581223069,0.9632,1.4984973836096989,95
1.9304678446191657,0.4422,2.018400526350471,0.9748,1.4863468332655112,96
1.9284911484974425,0.4498,2.0084374323012724,0.9523,1.5094952112550188,97
1.9275543915341273,0.4333,2.024697217212361,0.9543,1.5067614833260798,98
1.9262272281110133,0.4488,2.0110865079673235,0.9699,1.4916974693346934,99
